9.7749600E+02			1.1162428E+08
9.3350200E+02			1.0707890E+08
8.9148700E+02			1.0273818E+08
8.5136400E+02			9.8592791E+07
8.1304600E+02			9.4634085E+07
7.7645300E+02			9.0862291E+07
7.4150700E+02			8.7265123E+07
7.0813300E+02			8.3831659E+07
6.7626200E+02			8.0591135E+07
6.4582500E+02			7.7512041E+07
6.1675800E+02			7.4571509E+07
5.8900000E+02			7.1589568E+07
5.6249000E+02			6.8495571E+07
5.3717400E+02			6.5539113E+07
5.1299700E+02			6.2715643E+07
4.8990900E+02			6.0118446E+07
4.6785900E+02			5.7759013E+07
4.4680200E+02			5.5506175E+07
4.2669300E+02			5.3354700E+07
4.0748800E+02			5.1300036E+07
3.8914800E+02			4.9337862E+07
3.7163400E+02			4.7463967E+07
3.5490800E+02			4.5669478E+07
3.3893400E+02			4.3797631E+07
3.2367900E+02			4.1934202E+07
3.0911100E+02			4.0154730E+07
2.9519900E+02			3.8455346E+07
2.8191300E+02			3.6832298E+07
2.6922500E+02			3.5282398E+07
2.5710800E+02			3.3802235E+07
2.4553600E+02			3.2352788E+07
2.3448500E+02			3.0915399E+07
2.2393100E+02			2.9542400E+07
2.1385300E+02			2.8231061E+07
2.0422800E+02			2.6980129E+07
1.9503600E+02			1.9767451E+07
1.8625800E+02			1.9136770E+07
1.7787500E+02			1.8532690E+07
1.6986900E+02			1.7951603E+07
1.6222400E+02			1.7394789E+07
1.5492300E+02			1.6812275E+07
1.4795000E+02			1.6228183E+07
1.4129100E+02			1.5661449E+07
1.3493200E+02			1.5099900E+07
1.2885900E+02			1.4543687E+07
1.2305900E+02			1.3973797E+07
1.1752100E+02			1.3419837E+07
1.1223200E+02			1.2882335E+07
1.0718000E+02			1.2398559E+07
1.0235600E+02			1.1958969E+07
9.7749600E+01			1.1508257E+07
9.3350200E+01			1.1046800E+07
8.9148700E+01			1.0621862E+07
8.5136400E+01			1.0259895E+07
8.1304600E+01			9.9162626E+06
7.7645300E+01			9.5639138E+06
7.4150700E+01			9.2206574E+06
7.0813400E+01			8.9097880E+06
6.7626200E+01			8.6096640E+06
6.4582500E+01			8.3235168E+06
6.1675800E+01			8.0572827E+06
5.8900000E+01			7.7889446E+06
