9.7749600E+02		1.1149331E+08
9.3350200E+02		1.0695277E+08
8.9148700E+02		1.0261667E+08
8.5136400E+02		9.8475698E+07
8.1304600E+02		9.4521197E+07
7.7645300E+02		9.0753414E+07
7.4150700E+02		8.7160044E+07
7.0813300E+02		8.3730209E+07
6.7626200E+02		8.0493095E+07
6.4582500E+02		7.7417244E+07
6.1675800E+02		7.4479802E+07
5.8900000E+02		7.1501015E+07
5.6249000E+02		6.8410322E+07
5.3717400E+02		6.5457014E+07
5.1299700E+02		6.2636559E+07
4.8990900E+02		6.0042110E+07
4.6785900E+02		5.7685158E+07
4.4680200E+02		5.5434692E+07
4.2669300E+02		5.3285472E+07
4.0748800E+02		5.1232965E+07
3.8914800E+02		4.9272852E+07
3.7163400E+02		4.7400928E+07
3.5490800E+02		4.5608317E+07
3.3893400E+02		4.3738381E+07
3.2367900E+02		4.1876844E+07
3.0911100E+02		4.0099178E+07
2.9519900E+02		3.8401506E+07
2.8191300E+02		3.6780102E+07
2.6922500E+02		3.5231772E+07
2.5710800E+02		3.3753107E+07
2.4553600E+02		3.2305047E+07
2.3448500E+02		3.0868931E+07
2.2393100E+02		2.9497138E+07
2.1385300E+02		2.8186952E+07
2.0422800E+02		2.6937124E+07
1.9503600E+02		1.9447140E+07
1.8625800E+02		1.8824158E+07
1.7787500E+02		1.8227335E+07
1.6986900E+02		1.7652949E+07
1.6222400E+02		1.7102546E+07
1.5492300E+02		1.6526701E+07
1.4795000E+02		1.5949190E+07
1.4129100E+02		1.5388673E+07
1.3493200E+02		1.4833146E+07
1.2885900E+02		1.4282818E+07
1.2305900E+02		1.3718880E+07
1.1752100E+02		1.3170328E+07
1.1223200E+02		1.2637652E+07
1.0718000E+02		1.2157816E+07
1.0235600E+02		1.1721460E+07
9.7749600E+01		1.1274115E+07
9.3350200E+01		1.0816145E+07
8.9148700E+01		1.0394213E+07
8.5136400E+01		1.0034199E+07
8.1304600E+01		9.6923930E+06
7.7645300E+01		9.3419900E+06
7.4150700E+01		9.0005615E+06
7.0813400E+01		8.6910767E+06
6.7626200E+01		8.3922102E+06
6.4582500E+01		8.1072051E+06
6.1675800E+01		7.8419409E+06
5.8900000E+01		7.5746181E+06
5.6249000E+01		7.3164742E+06
5.3717400E+01		7.1002236E+06
5.1299700E+01		6.8938596E+06
4.8990900E+01		6.6778393E+06
4.6785900E+01		6.4661529E+06
4.4680200E+01		6.2737119E+06
4.2669300E+01		6.1036722E+06
4.0748800E+01		5.9247351E+06
3.8914800E+01		5.7419838E+06
3.7163400E+01		5.5598990E+06
